given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,grubb,10,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211,6333533
adam,reid,50,disney court,,tea tree gully,3690,nsw,19550102,8441272,adam,ewald,,wentcher place,longstay caravn park,kempsey,5902,nsw,19180203,2268410
maddison,fullgrabe,44,scarlett street,allunga,forest glen,5070,qld,19110327,3898794,maddison,fullgraxbe,44,hardey place,allunwga,forest glen,5070,qld,19110327,3898794
juliana,watkin,18,feint street,laura pengilly wing,doubleview,4032,qld,19710311,8665714,juliana,watkin,18,feint street,laurapengilly wing,doubleview,4032,qld,19710311,8665714
nathan,webb,,cumpston place,the summer house,wanguri,6215,tas,19660404,7465594,nathan,cannelk,13,theodore street,iona d wons,emerald,2570,nsw,19000823,6294140
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,ryan,20,ashburton circuit,wilderness,cressy,2580,vic,19560126,3864187
lachlan,godfrey,45,lienhop street,sorrento,lalor,2350,sa,19080429,9107241,lachlan,white,1,atherton tsreet,the mews royal hotel bldg,alexandra bridge,3390,vic,19810422,5260328
amber,coleman,13,lennard street,barnawartha,bourke,4163,vic,19960625,2700453,amber,webb,1,biddlecomb street,,northbridge,3777,qld,19920815,2423271
callum,moyse,7,lynch street,walkabout palms,brighton-le-sands,4740,tas,19130714,5145083,callum,wheatley,3,john cleland crescent,murrong,florey,2063,nsw,19651106,9895199
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,neville,71,pleasance place,macarthur place,wanniassa,3875,qld,19730731,5739885
thomas,campbell,45,windich street,spring vale,blacktown,7304,nsw,19640105,4359063,thomas,butt,11,freeling crescent,mylo house hostel,port fairy,2486,nsw,19311128,4301794
talia,wotton,211,burn street,gillin park,seymour,0812,nsw,19781119,8432542,talia,brable,5,wattle street,taree cacavn park,northb ondi,5074,vic,19950423,2565238
abbey,colquhoun,21,buntine crescent,glen eden,thornlie,2390,nsw,19960607,7703106,abbey,grewn,6,aspinall street,roseda le,mannum,3012,vic,19300314,5453075
,white,28,young street,ripplevale,maydena,3102,nsw,19260930,2545305,,webb,25,toolambi street,villa 235 henry kendall vlge,helens hill,6166,sa,19470715,1945645
harry,boyes,14,kadina crescent,hobbit hole,regents park,3199,qld,19550309,6398424,harry,blake,36,cowlishaw street,sommerse tpark,kahibah,3073,qld,19400401,2348791
noah,reid,46,truscott street,mckail,dulwich hill,2049,qld,19421216,9564581,noah,fusco,65,kruseplace,thepoints h olsteins,kununurra,3400,nsw,19490107,9136935
lachlan,nguyen,70,bushby close,locheil,wilson,5046,nsw,19660926,4360586,lachlan,ryan,51,totterdell street,roseglen,dalhy,3168,qld,19480724,7284475
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,reid,11,,green lzgoon,camp hill,6026,vic,19671214,5483640
,felmingham,49,gawler crescent,wingara,wynnum west,6159,nsw,19920718,7791969,,campbell,282,osburndrive,white patch,carralra,6030,vic,,2172403
nicholas,leung,40,moorhouse street,two tree hill,boondoola,3732,vic,19951115,7261271,nicholas,procter,1,cavanaughlstreet,sherwood,leevflle,2089,nsw,19031219,2662272
connor,godfrey,50,centaurus street,locn 5940,o'sullivan beach,2216,qld,19010823,7376725,connor,camp,29,egerton close,gwandalan,riverhilts,2170,vic,19190905,5237893
joshua,pringle,13,fred johns crescent,glenview,elwood,2640,sa,19720127,9406321,joshua,fauser,2,unt 2,harrington pcircuit,kingsford,2280,nsw,19820606,4981335
joel,reid,7,pearson street,lytton,floreat,3153,qld,19051112,1523622,joel,londesborough,108,arthur cricle,vlla 18 pacifi bay resort,kings park,5606,sa,19480110,6254331
noah,giannoni,81,burraly court,colloca vale,north ryde,6155,qld,19720817,6906870,noah,berry,58,alice jackse on crescent,rosehill,hawthorn,5251,sa,19240908,1446426
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,monda,54,burrinjuck crescent,,aubrun,3345,nsw,19041125,9464025
ruby,mason,24,weatherburn place,yammacoona,tarragindi,5606,vic,19090627,4941274,ruby,warrior,5,ironbarkcrescent,margaret river carvn park,penshurst,3075,vic,19550812,5870334
ruby,parashar,773,tytherleigh street,the willows,eastwood,4605,sa,19900510,1990268,ruby,bellchambers,298,winnecke street,siesta caravn park,mosman,2330,tas,,2384529
sophie,blackwell,34,nott street,jorobe,lansvale,6149,nsw,19501128,7543684,sophie,au,26,pelham close,locn n192,sandy bay,3192,vic,,4507512
noah,giannoni,81,burraly court,colloca vale,north ryde,6155,qld,19720817,6906870,noah,whiet,804,caladenia street,sec 437,molong,2119,wa,19041018,9864936
flynn,fitzpatrick,19,burns circuit,the willows,tuggerah,3033,vic,19550713,1010947,flynn,van heythuysen,2,shepherddon place,nunkeri,rose bay,2122,nsw,19780418,3254370
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,mason,19,sheaffe street,,burwood,2507,nsw,19461025,4113226
samuel,heidrich,7,mcgivern crescent,el-woodaro,highbury,3053,act,19710525,8110080,samuel,rudd,46,powlett street,,kingston,3453,sa,19580819,7309587
jacob,o'shannessy,233,osburn drive,goldenoaks village,maitland,2640,nsw,19380807,4654746,jacob,delfos,102,morgan crescent,valicare,geurie,4557,act,19510208,4071052
hannah,candida,48,santalum street,moorabee,,2030,vic,19210519,9787204,hannah,rivers,5,collings street,,toorak,2487,nsw,19521217,6906828
daniel,warusevitane,123,mccaughey street,lemnos,lismore,3023,vic,19990918,9753591,daniel,callahtn,119,halifax close,medical ce ntre,smythesdale,2400,nsw,19530309,3925704
jack,,3,light street,pine hill,windermere,3212,vic,19651013,1551941,jack,wang,,elliott street,stoney creek,norw ood,2147,nsw,19970913,5004938
lily,browne,1,spring range road,wandella park snowy,somerset,2042,qld,19990812,1727298,lily,innis,57,harricks crescent,yarramdale,st albans,3002,qld,19880321,2533253
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,ryan,20,ashburton circuit,wilderness,cressy,2580,vic,19560126,3864187
lauren,gibb,35,tenison-woods circuit,the gums,adamstown heights,6333,nsw,19090430,3651643,lauren,shack,345,rushbroo k circuit,research station,warrandyte,4740,tas,19590103,1987058
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,monda,54,burrinjuck crescent,,aubrun,3345,nsw,19041125,9464025
aidan,hamdan,163,bacchus circuit,mermaid plaza dental centre (cnr gold co,mitcham,2710,qld,19101119,1603791,aidan,dohse,14,dilboong wplace,sunningdale farm,hurstbridge,4510,tas,19191229,4932448
lachlan,crouch,21,northbourne avenue,navillus,sherwood,4305,qld,19781007,5148084,lachlan,goldsworthy,5,wanganeen avenue,howie circuit,sheidow park,2038,sa,19380108,4133306
samuel,coulson,1186,wheatley street,kintyre,acland,3183,qld,19050630,1100698,samuel,rudd,46,powlett street,,kingston,3453,sa,19580819,7309587
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,white,72,lambrigg street,kelgoola,broadbeach waters,3159,vic,19620216,9731855
lachlan,nguyen,70,bushby close,locheil,wilson,5046,nsw,19660926,4360586,lachlan,white,1,atherton tsreet,the mews royal hotel bldg,alexandra bridge,3390,vic,19810422,5260328
caleb,bristow,134,brunswick circuit,granny flat rear,mclaren flat,5019,tas,19720321,7570563,caleb,dabinet,30,springfields farms,rodway tsreet,mount ommaney,3133,qld,19040620,2071263
joshua,akot,8,edmunds place,villa 18,dapto,6071,vic,19010703,3188786,joshua,raward,26,yambina cerscent,thorndale,macgrdgor,4718,qld,,9086686
emma,reid,20,jondol place,cooladie,blackheath,2034,qld,19620904,6564371,emma,copperstone,5,decima circuit,crwer,avoca north,2166,nsw,19451208,1536837
amy,jessup,27,,sect 12,gawler east,2824,vic,19461007,9991046,amy,masno,279,casuarina street,memorial hoyspital,bundaberg,3056,vix,19211126,4368305
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,lowry,80,kinchela crescent,rowethorpe,rossmoyne,2770,qld,19350708,6616912
callum,hauser,2,nambir court,zeevoo,mount annan,2641,vic,19480329,3757652,callum,wheatley,3,john cleland crescent,murrong,florey,2063,nsw,19651106,9895199
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,monda,54,burrinjuck crescent,,aubrun,3345,nsw,19041125,9464025
benjamin,liccioni,2,golden grove,jestarlei,lavington,2042,wa,19100711,2197467,benjamin,campbell,159,corrigan yplace,,thornbury,2300,nsw,19870227,4459447
nicholas,matson,17,stephen street,taylors creek bridge,cowell,2454,vic,19990419,3182512,nicholas,huxley,,blackbutt street,burnside,unanderra,2213,vic,19761203,8423125
,clarke,14,,rowethorpe,newcastle,2220,vic,19670314,9542197,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
riley,landow,43,hannaford street,wattle tree,marayong,6025,vic,19971031,4812402,riley,lamprey,22,embleystreet,,hinchinbrook,3199,vic,19851029,8710851
lachlan,hage,34,ballumbir street,opal cove resort,newmarket,6061,nsw,19850523,3230581,lachlan,white,1,atherton tsreet,the mews royal hotel bldg,alexandra bridge,3390,vic,19810422,5260328
ruby,rollins,28,flinders way,lazy acres,kilsyth,3775,nsw,19941004,3535164,ruby,bellchambers,298,winnecke street,siesta caravn park,mosman,2330,tas,,2384529
emma,thorpe,60,sharwood crescent,wyuna,warriewood,4510,vic,19211218,3969676,emma,copperstone,5,decima circuit,crwer,avoca north,2166,nsw,19451208,1536837
lachlan,rawlings,49,lochleigh,whispering pines,coonamble,2019,nsw,19261022,9145105,lachlan,shephaerd,1,grainger circuit,willandra,adaminaby,7250,nsw,19080122,3139543
lachlan,nguyen,70,bushby close,locheil,wilson,5046,nsw,19660926,4360586,lachlan-john,snelling,20,summerville crescent,,maldon,3206,vic,19660114,7931741
nicholas,wheatley,64,cox street,venture,fennell bay,4740,qld,19681129,6155450,nicholas,procter,1,cavanaughlstreet,sherwood,leevflle,2089,nsw,19031219,2662272
luke,karlsen,119,mckenzie street,moonee beach caravan park,woodlands,2224,vic,19060425,3838005,luke,boyle,1525,fawkne rstreet,,roxburgh park,2343,nsw,19701125,2420976
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,reid,11,,green lzgoon,camp hill,6026,vic,19671214,5483640
brianna,ryan,7,bingham circuit,beltunga,highett,6330,qld,19310316,9339689,brianna,dixon,70,sidaway street,,carlingford,5097,qdl,19780707,3396896
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,milla,1,bandulla street,sherwood,forcett,3463,tas,19580204,7520191
blake,wehr,27,naas close,rowethorpe,stockton,2151,wa,19440131,7528586,blake,white,198,boldrewood street,winterp ark,nunawading,2067,sa,19180815,5832531
,clarke,14,,rowethorpe,newcastle,2220,vic,19670314,9542197,,ryan,20,ashburton circuit,wilderness,cressy,2580,vic,19560126,3864187
,clarke,14,,rowethorpe,newcastle,2220,vic,19670314,9542197,,gibb,35,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430,3651633
,farrimond,57,tank street,hilltop hostel rowethorpe,modbury,2650,qld,19061111,3876047,,babic,1,totterdell street,cooingale,st albans,4060,sa,19450493,3346822
georgia,rundle,3,hicks street,blackbutwood,orange,3078,nsw,19910726,4860814,georgia,lionis,,fitchett street,summerh hill,dundowran,5520,vic,19910624,7770207
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,allard,26,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011,9472794
vanessa,parr,905,macquoid place,broadbridge manor,south grafton,2135,sa,19951119,9239102,vanessa,morrison,16,meehan g arden,glebe retirem ent villa,condell park,5113,nsw,19951015,6047960
joshua,coleman,16,mosman place,aralee,kooyong,3431,nsw,19501024,2640319,joshua,webb,63,decker place,docker rivercommunity,morphettville,2420,nsw,19690619,9196315
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,reidz,46,dooring street,windalea,dandeno ng north,3582,nsw,19130312,1322845
lauren,weltman,6,tewksbury circuit,heritage estate,evans head,6330,nsw,19840930,9462453,lauren,hilton,71,grayson street,glenmore,coroi,2645,wa,19150223,5611249
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,braithwaite,29,tweed p lace,brileen,cabramatta,5051,vic,19740815,8052512
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,allard,26,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011,9472794
emiily,beams,11,bissenberger crescent,karobean,wombat,4703,tas,,7917828,emiily,millar,80,river street,canberra hse,nunawading,3340,vic,19380318,2340041
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,reidz,46,dooring street,windalea,dandeno ng north,3582,nsw,19130312,1322845
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,allard,26,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011,9472794
joshua,pringle,13,fred johns crescent,glenview,elwood,2640,sa,19720127,9406321,joshua,lock,31,,statio r road,logan reserve,6163,vic,19490619,3058210
hannah,reid,21,bisdee street,tall pines,malvern,2478,qld,19840208,1762901,hannah,liaudinskas,15,hopmanpoace,mt pleasant,orange,2829,sa,19130526,5819558
michael,maynard,132,rogers street,leisure living vlge,pooraka,2144,nsw,19570508,3096389,michael,shepherd,39,pinkerton c ircuit,millwood,camira,3378,nsw,19301008,3537158
connor,trimble,75,werriwa crescent,scts crk,mill park,2162,nsw,19290729,5610380,connor,tromp,8,eildonplace,willtarny,east maitland,7440,qld,19280129,8096262
joshua,pringle,13,fred johns crescent,glenview,elwood,2640,sa,19720127,9406321,joshua,crouch,94,forbes street,,johnsonville,2327,sa,19700216,4813329
hannah,candida,48,santalum street,moorabee,,2030,vic,19210519,9787204,hannah,candida,7,santalum street,moorabee,,2030,vic,19210519,9787204
sarah,green,9,mceachern crescent,watchorns hill,southbank,3163,qld,19550529,5453855,sarah,paterson,57,ginganastreet,st francus village,williamstown,2784,wa,19011215,6278915
sophie,wynne,25,leahy close,box range,beechboro,2340,wa,19940105,5948897,sophie,au,26,pelham close,locn n192,sandy bay,3192,vic,,4507512
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,ebert,69,rapanea street,pangabi,,6061,nsw,19310909,9105802
emiily,reid,788,tullaroop street,padgee,cooloongup,2640,nsw,19030519,7983751,emiily,millar,80,river street,canberra hse,nunawading,3340,vic,19380318,2340041
,felmingham,49,gawler crescent,wingara,wynnum west,6159,nsw,19920718,7791969,,gibb,35,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430,3651633
madison,blake,17,owen crescent,pontresina,burraneer,4701,vic,19470410,6459959,madison,morrison,38,peacock place,melim a,campbelltown,3021,wa,19481214,1967265
nicholas,hassall,8,laughton street,anzac house (cnr archer s street,highton,3028,sa,19040622,3632388,nicholas,commoyns,50,couchman crescent,lochlee,pardale,5169,sa,19980815,9438920
joshua,akot,8,edmunds place,villa 18,dapto,6071,vic,19010703,3188786,joshua,needham,20,,jackarand alodge,manunda,2325,qld,19130421,6586520
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,garanggar,,may maxwell crescent,springettst arcade,forest hill,2342,vic,19921016,1366884
joselyn,dakin,19,abernethy street,kanangra hostel,manunda,3028,wa,19261205,4852063,joselyn,moody,92,bromell circuit,clover dene,ashfield,2285,sa,19380115,4236077
caleb,newberry,14,mackenzie street,mountainview retirement vlge,emerald,2560,sa,19211203,1454135,caleb,dabinet,30,springfields farms,rodway tsreet,mount ommaney,3133,qld,19040620,2071263
sophie,wynne,25,leahy close,box range,beechboro,2340,wa,19940105,5948897,sophie,manson,14,elizabeth xrescent,manorhouse,gorokan,3465,vic,19510201,4818868
alexandra,vinaev,88,kinsella street,brentwood village,leeton,2045,act,19161210,5025450,alexandra,zilm,8,marungal avenue,dykehead,toormuna,3052,nsw,19390626,2961711
sara,carmody,14,gilmore crescent,brentwood vlge,denmark,4560,wa,19830421,7880298,sara,bibrlwicz,46,kingscote crescent,rowetho rpe,smithsxbeach,2026,nsw,19120602,4090488
kiana,dixon,53,dugdale street,tremearne,ringwood north,2260,nsw,19120229,3234392,kiana,huxley,12,southern close,little dale,maryborough,2517,nsw,19140529,1728316
madison,herbert,14,cowie place,old post office,glenmore park,2680,nsw,19950105,9689395,madison,chandlder,29,luckman place,hd ticmera,pearl beach,2133,nsw,19930607,8841314
liam,hemmings,4425,mimosa close,kinloch court,lockleys,3850,nsw,19051023,3194253,liam,jolly,10,endeavour sreet,pinnacles caravn park,mansfield,7310,qld,19931105,2506329
emiily,rundle,112,tarago place,fiveways,brookvale,2122,nsw,19461226,2419260,emiily,green,31,applgelen,julius street,mount colah,2290,vic,19310530,7373124
lachlan,hage,34,ballumbir street,opal cove resort,newmarket,6061,nsw,19850523,3230581,lachlan,bottroff,92,,quandilala,brone,4670,nsw,19641111,4134354
caleb,bristow,134,brunswick circuit,granny flat rear,mclaren flat,5019,tas,19720321,7570563,caleb,quiill,9,rosebery street,laura pengilly wing,granville,5007,nsw,19040203,8733587
,farrimond,57,tank street,hilltop hostel rowethorpe,modbury,2650,qld,19061111,3876047,,ebert,69,rapanea street,pangabi,,6061,nsw,19310909,9105802
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,reid,32,ina gregory circuit,john flynn medical centre,camira,3172,nsw,19041113,8734967
georgia,simmonds,16,hurley street,iowanna,mittagong,2100,nsw,19230413,5714719,georgia,petersen,20,temperley s treet,tieve tara,toowong,3715,qld,19700324,4385775
zali,mcgregor,25,goulburn street,,richlands,4307,qld,19490225,9800116,zali,eglinton,14,adcock place,trewilga,woodlajnds,2122,qld,19300914,7126898
lauren,perre,22,castleton crescent,karinyah,orange,7250,qld,19820605,6993851,lauren,shack,345,rushbroo k circuit,research station,warrandyte,4740,tas,19590103,1987058
harry,manthorpe,19,hodgson crescent,the blackhut,macquarie fields,2756,nsw,19841005,7232794,harry,gaden,25,,musgrave house,surry ills,3216,vic,19770407,5999211
benjamin,limbert,201,blackman crescent,karinyah,woodbine,2228,nsw,19020429,5534369,benjamin,lowe,45,macrossan crescent,,kingdton,6075,nsw,19250611,5513136
jessica,fabel,28,hilder street,mount beauty,glenlee,2116,sa,19140806,5932691,jessica,beam,19,glenubrn,griffiths street,toorak,5540,nsw,19040321,7839655
